Id,Label,timeset,twitter_type,lat,lng,place_country,place_type,place_fullname,place_name,created_at,lang,possibly_sensitive,quoted_status_permalink,description,email,profile_image,friends_count,followers_count,real_name,location,emoji_alias,emoji_html_decimal,emoji_utf8
1259605884067631106,Jajaja total,<[2020-05-10T22:07:04.996Z]>,Tweet,,,,,,,Sun May 10 17:06:59 COT 2020,es,FALSE,https://twitter.com/camilooob/status/1259572579934896129,,,,,,,,,,
@eres_efimer0,@eres_efimer0,<[2020-05-10T22:07:04.996Z]>,User,,,,,,,Fri Nov 27 23:43:17 COT 2009,,,,With pain live the force,,http://pbs.twimg.com/profile_images/1178538539463663616/QX52-5z4_bigger.jpg,246,478,Storm,COLOMBIA,,,
1259572579934896129,#Rappi en este momento https://t.co/1kuYMiueQS,"<[2020-05-10T22:07:05.018Z, 2020-05-10T22:07:56.402Z, 2020-05-10T22:09:10.364Z, 2020-05-10T22:11:35.190Z, 2020-05-10T22:12:34.789Z, 2020-05-10T22:13:56.401Z, 2020-05-10T22:15:21.289Z, 2020-05-10T22:17:23.419Z, 2020-05-10T22:17:39.011Z, 2020-05-10T22:21:56.896Z, 2020-05-10T22:22:16.119Z, 2020-05-10T22:23:26.555Z, 2020-05-10T22:25:26.374Z, 2020-05-10T22:25:28.112Z, 2020-05-10T22:25:52.185Z, 2020-05-10T22:27:15.790Z, 2020-05-10T22:28:36.847Z, 2020-05-10T22:29:33.576Z, 2020-05-10T22:31:17.315Z, 2020-05-10T22:32:46.693Z, 2020-05-10T22:35:18.255Z, 2020-05-10T22:35:34.124Z, 2020-05-10T22:40:09.777Z, 2020-05-10T22:42:59.145Z, 2020-05-10T22:45:59.458Z, 2020-05-10T22:47:37.154Z, 2020-05-10T22:55:29.551Z, 2020-05-10T22:58:27.311Z, 2020-05-10T22:59:16.262Z, 2020-05-10T22:59:22.203Z, 2020-05-10T22:59:33.654Z, 2020-05-10T23:07:38.318Z, 2020-05-10T23:11:55.795Z, 2020-05-10T23:12:30.864Z, 2020-05-10T23:16:29.051Z, 2020-05-10T23:17:26.643Z, 2020-05-10T23:23:20.325Z, 2020-05-10T23:38:17.117Z, 2020-05-10T23:39:11.237Z]>",Tweet,,,,,,,Sun May 10 14:54:39 COT 2020,es,FALSE,,,,,,,,,,,
@camilooob,@camilooob,"<[2020-05-10T22:07:05.018Z, 2020-05-10T22:07:56.402Z, 2020-05-10T22:09:10.364Z, 2020-05-10T22:11:35.190Z, 2020-05-10T22:12:34.789Z, 2020-05-10T22:13:56.401Z, 2020-05-10T22:15:21.289Z, 2020-05-10T22:17:23.419Z, 2020-05-10T22:17:39.011Z, 2020-05-10T22:21:56.896Z, 2020-05-10T22:22:16.119Z, 2020-05-10T22:23:26.555Z, 2020-05-10T22:25:26.374Z, 2020-05-10T22:25:28.112Z, 2020-05-10T22:25:52.185Z, 2020-05-10T22:26:07.236Z, 2020-05-10T22:26:54.255Z, 2020-05-10T22:27:15.790Z, 2020-05-10T22:28:36.847Z, 2020-05-10T22:29:33.576Z, 2020-05-10T22:31:17.315Z, 2020-05-10T22:32:46.693Z, 2020-05-10T22:35:18.255Z, 2020-05-10T22:35:34.124Z, 2020-05-10T22:36:26.423Z, 2020-05-10T22:40:09.777Z, 2020-05-10T22:42:18.092Z, 2020-05-10T22:42:59.145Z, 2020-05-10T22:45:59.458Z, 2020-05-10T22:47:37.154Z, 2020-05-10T22:51:56.866Z, 2020-05-10T22:55:29.551Z, 2020-05-10T22:58:27.311Z, 2020-05-10T22:59:16.262Z, 2020-05-10T22:59:22.203Z, 2020-05-10T22:59:33.654Z, 2020-05-10T23:05:39.221Z, 2020-05-10T23:07:38.318Z, 2020-05-10T23:11:55.795Z, 2020-05-10T23:12:30.864Z, 2020-05-10T23:16:29.051Z, 2020-05-10T23:17:26.643Z, 2020-05-10T23:23:20.325Z, 2020-05-10T23:38:17.117Z, 2020-05-10T23:39:11.237Z]>",User,,,,,,,Sat Nov 29 21:12:16 COT 2008,,,,Software Engineer | Financial Engineer | Holberton School | UNAL | UPiloto | Simetrik | Age: 26.,,http://pbs.twimg.com/profile_images/1158418461682544640/SJ4bBA1u_bigger.jpg,2164,2940,Camilo Baquero | Software Engineer,"Colombia, Bogotá",,,
http://pbs.twimg.com/media/EXrmlVdXYAImXn1.jpg,http://pbs.twimg.com/media/EXrmlVdXYAImXn1.jpg,"<[2020-05-10T22:07:05.018Z, 2020-05-10T22:07:56.400Z, 2020-05-10T22:07:56.402Z, 2020-05-10T22:09:10.363Z, 2020-05-10T22:09:10.364Z, 2020-05-10T22:11:35.189Z, 2020-05-10T22:11:35.190Z, 2020-05-10T22:12:34.788Z, 2020-05-10T22:12:34.789Z, 2020-05-10T22:13:56.400Z, 2020-05-10T22:13:56.401Z, 2020-05-10T22:15:21.289Z, 2020-05-10T22:17:23.418Z, 2020-05-10T22:17:23.419Z, 2020-05-10T22:17:39.011Z, 2020-05-10T22:21:56.895Z, 2020-05-10T22:21:56.896Z, 2020-05-10T22:22:16.119Z, 2020-05-10T22:23:26.555Z, 2020-05-10T22:25:26.374Z, 2020-05-10T22:25:28.112Z, 2020-05-10T22:25:52.184Z, 2020-05-10T22:25:52.185Z, 2020-05-10T22:27:15.788Z, 2020-05-10T22:27:15.790Z, 2020-05-10T22:28:36.846Z, 2020-05-10T22:28:36.847Z, 2020-05-10T22:29:33.576Z, 2020-05-10T22:31:17.315Z, 2020-05-10T22:32:46.693Z, 2020-05-10T22:35:18.255Z, 2020-05-10T22:35:34.124Z, 2020-05-10T22:40:09.776Z, 2020-05-10T22:40:09.777Z, 2020-05-10T22:42:59.145Z, 2020-05-10T22:45:59.457Z, 2020-05-10T22:45:59.458Z, 2020-05-10T22:47:37.154Z, 2020-05-10T22:55:29.551Z, 2020-05-10T22:58:27.311Z, 2020-05-10T22:59:16.261Z, 2020-05-10T22:59:16.262Z, 2020-05-10T22:59:22.203Z, 2020-05-10T22:59:33.654Z, 2020-05-10T23:07:38.318Z, 2020-05-10T23:11:55.795Z, 2020-05-10T23:12:30.864Z, 2020-05-10T23:16:29.051Z, 2020-05-10T23:17:26.643Z, 2020-05-10T23:23:20.325Z, 2020-05-10T23:38:17.117Z, 2020-05-10T23:39:11.237Z]>",Media,,,,,,,,,,,,,,,,,,,,
1259605916674068480,RT @forbescolombia: #ATENCIÓN @RappiColombia colapsó este domingo y suprimió el botón de restaurantes ante la alta demanda por el Día de la…,<[2020-05-10T22:07:13.057Z]>,Tweet,,,,,,,Sun May 10 17:07:07 COT 2020,es,FALSE,,,,,,,,,,,
@johnjcali19,@johnjcali19,<[2020-05-10T22:07:13.057Z]>,User,,,,,,,Thu Jun 24 16:37:50 COT 2010,,,,"Contador Público. Amo mi flia, mi hija lo máximo! @SuContadorAmigo",,http://pbs.twimg.com/profile_images/1254222479591124992/Xi-UQd7b_bigger.jpg,3507,920,John J Salgado / Mapau hija,"Cali, City",,,
#atención,#atención,"<[2020-05-10T22:07:13.057Z, 2020-05-10T22:07:13.075Z, 2020-05-10T22:19:01.458Z, 2020-05-10T22:19:01.460Z, 2020-05-10T23:11:29.973Z, 2020-05-10T23:20:10.982Z]>",Hashtag,,,,,,,,,,,,,,,,,,,,
1259604992962572292,#ATENCIÓN @RappiColombia colapsó este domingo y suprimió el botón de restaurantes ante la alta demanda por el Día de la Madre https://t.co/0WGeEKZ3oK,"<[2020-05-10T22:07:13.075Z, 2020-05-10T22:19:01.460Z, 2020-05-10T23:11:29.973Z, 2020-05-10T23:20:10.982Z]>",Tweet,,,,,,,Sun May 10 17:03:27 COT 2020,es,FALSE,,,,,,,,,,,
@forbescolombia,@forbescolombia,"<[2020-05-10T22:07:13.075Z, 2020-05-10T22:19:01.460Z, 2020-05-10T23:11:29.973Z, 2020-05-10T23:20:10.982Z]>",User,,,,,,,Tue Oct 22 13:04:43 COT 2019,,,,Cuenta oficial de Twitter de la revista Forbes Colombia.,,http://pbs.twimg.com/profile_images/1258776165281660928/6M7Okuz5_bigger.jpg,61,8597,Forbes Colombia,"Bogotá, Colombia",,,
@rappicolombia,@rappicolombia,"<[2020-05-10T22:07:13.075Z, 2020-05-10T22:07:26.773Z, 2020-05-10T22:07:39.918Z, 2020-05-10T22:07:39.967Z, 2020-05-10T22:07:49.467Z, 2020-05-10T22:07:56.879Z, 2020-05-10T22:08:48.285Z, 2020-05-10T22:09:02.697Z, 2020-05-10T22:09:12.758Z, 2020-05-10T22:09:19.959Z, 2020-05-10T22:10:01.053Z, 2020-05-10T22:10:10.197Z, 2020-05-10T22:10:47.268Z, 2020-05-10T22:10:56.690Z, 2020-05-10T22:10:59.532Z, 2020-05-10T22:11:03.140Z, 2020-05-10T22:11:33.309Z, 2020-05-10T22:13:31.075Z, 2020-05-10T22:13:44.624Z, 2020-05-10T22:14:22.103Z, 2020-05-10T22:14:30.016Z, 2020-05-10T22:14:34.800Z, 2020-05-10T22:14:54.985Z, 2020-05-10T22:14:59.273Z, 2020-05-10T22:15:11.543Z, 2020-05-10T22:15:37.060Z, 2020-05-10T22:15:51.702Z, 2020-05-10T22:16:27.632Z, 2020-05-10T22:17:13.720Z, 2020-05-10T22:17:31.849Z, 2020-05-10T22:18:25.830Z, 2020-05-10T22:18:26.942Z, 2020-05-10T22:19:01.460Z, 2020-05-10T22:19:16.058Z, 2020-05-10T22:19:18.454Z, 2020-05-10T22:19:24.400Z, 2020-05-10T22:19:26.560Z, 2020-05-10T22:19:48.992Z, 2020-05-10T22:20:15.285Z, 2020-05-10T22:20:33.235Z, 2020-05-10T22:20:52.062Z, 2020-05-10T22:21:19.508Z, 2020-05-10T22:21:25.431Z, 2020-05-10T22:21:42.749Z, 2020-05-10T22:22:46.231Z, 2020-05-10T22:22:48.488Z, 2020-05-10T22:23:14.204Z, 2020-05-10T22:23:26.758Z, 2020-05-10T22:23:51.111Z, 2020-05-10T22:23:56.748Z, 2020-05-10T22:24:02.506Z, 2020-05-10T22:24:08.754Z, 2020-05-10T22:24:25.441Z, 2020-05-10T22:24:35.643Z, 2020-05-10T22:25:44.294Z, 2020-05-10T22:26:00.456Z, 2020-05-10T22:26:14.603Z, 2020-05-10T22:26:44.251Z, 2020-05-10T22:26:51.309Z, 2020-05-10T22:27:18.487Z, 2020-05-10T22:27:43.948Z, 2020-05-10T22:27:49.731Z, 2020-05-10T22:28:17.405Z, 2020-05-10T22:28:17.406Z, 2020-05-10T22:28:28.904Z, 2020-05-10T22:28:32.247Z, 2020-05-10T22:28:35.254Z, 2020-05-10T22:28:35.723Z, 2020-05-10T22:28:44.396Z, 2020-05-10T22:30:32.183Z, 2020-05-10T22:30:37.871Z, 2020-05-10T22:30:42.172Z, 2020-05-10T22:30:44.422Z, 2020-05-10T22:31:19.241Z, 2020-05-10T22:31:32.298Z, 2020-05-10T22:31:49.497Z, 2020-05-10T22:32:08.497Z, 2020-05-10T22:32:11.359Z, 2020-05-10T22:32:12.694Z, 2020-05-10T22:32:14.741Z, 2020-05-10T22:32:36.859Z, 2020-05-10T22:32:51.123Z, 2020-05-10T22:33:14.288Z, 2020-05-10T22:33:24.274Z, 2020-05-10T22:33:27.284Z, 2020-05-10T22:34:52.536Z, 2020-05-10T22:34:54.911Z, 2020-05-10T22:34:56.858Z, 2020-05-10T22:35:30.052Z, 2020-05-10T22:35:42.543Z, 2020-05-10T22:36:15.273Z, 2020-05-10T22:36:25.023Z, 2020-05-10T22:36:50.656Z, 2020-05-10T22:37:26.968Z, 2020-05-10T22:37:41.759Z, 2020-05-10T22:39:24.497Z, 2020-05-10T22:39:30.397Z, 2020-05-10T22:40:14.459Z, 2020-05-10T22:40:26.033Z, 2020-05-10T22:40:31.141Z, 2020-05-10T22:40:53.098Z, 2020-05-10T22:40:54.185Z, 2020-05-10T22:41:02.929Z, 2020-05-10T22:42:03.144Z, 2020-05-10T22:42:19.727Z, 2020-05-10T22:43:30.489Z, 2020-05-10T22:43:46.491Z, 2020-05-10T22:43:54.491Z, 2020-05-10T22:44:11.035Z, 2020-05-10T22:44:21.730Z, 2020-05-10T22:44:41.042Z, 2020-05-10T22:45:10.845Z, 2020-05-10T22:45:12.269Z, 2020-05-10T22:45:23.813Z, 2020-05-10T22:46:02.036Z, 2020-05-10T22:46:02.902Z, 2020-05-10T22:46:19.955Z, 2020-05-10T22:46:55.650Z, 2020-05-10T22:46:59.689Z, 2020-05-10T22:47:05.832Z, 2020-05-10T22:47:38.024Z, 2020-05-10T22:48:05.533Z, 2020-05-10T22:48:54.182Z, 2020-05-10T22:49:04.013Z, 2020-05-10T22:49:11.591Z, 2020-05-10T22:49:49.377Z, 2020-05-10T22:50:26.717Z, 2020-05-10T22:51:20.004Z, 2020-05-10T22:52:18.005Z, 2020-05-10T22:53:58.619Z, 2020-05-10T22:54:02.200Z, 2020-05-10T22:54:09.986Z, 2020-05-10T22:54:54.397Z, 2020-05-10T22:55:18.634Z, 2020-05-10T22:55:35.795Z, 2020-05-10T22:56:08.073Z, 2020-05-10T22:56:54.079Z, 2020-05-10T22:57:05.391Z, 2020-05-10T22:57:33.484Z, 2020-05-10T22:57:48.862Z, 2020-05-10T22:58:08.061Z, 2020-05-10T22:58:42.216Z, 2020-05-10T22:58:53.634Z, 2020-05-10T22:59:15.396Z, 2020-05-10T22:59:20.664Z, 2020-05-10T22:59:37.562Z, 2020-05-10T22:59:38.688Z, 2020-05-10T23:00:03.008Z, 2020-05-10T23:00:04.724Z, 2020-05-10T23:00:48.751Z, 2020-05-10T23:01:11.048Z, 2020-05-10T23:01:40.241Z, 2020-05-10T23:03:37.447Z, 2020-05-10T23:03:56.123Z, 2020-05-10T23:04:02.620Z, 2020-05-10T23:04:17.408Z, 2020-05-10T23:04:27.641Z, 2020-05-10T23:05:03.306Z, 2020-05-10T23:06:57.761Z, 2020-05-10T23:07:03.088Z, 2020-05-10T23:08:04.491Z, 2020-05-10T23:08:29.510Z, 2020-05-10T23:08:30.249Z, 2020-05-10T23:08:38.322Z, 2020-05-10T23:09:20.302Z, 2020-05-10T23:09:45.308Z, 2020-05-10T23:10:22.234Z, 2020-05-10T23:10:28.929Z, 2020-05-10T23:11:29.973Z, 2020-05-10T23:11:57.913Z, 2020-05-10T23:12:03.557Z, 2020-05-10T23:12:40.697Z, 2020-05-10T23:13:46.233Z, 2020-05-10T23:14:12.859Z, 2020-05-10T23:14:17.473Z, 2020-05-10T23:14:18.331Z, 2020-05-10T23:14:29.872Z, 2020-05-10T23:14:39.788Z, 2020-05-10T23:14:47.770Z, 2020-05-10T23:14:54.737Z, 2020-05-10T23:14:58.629Z, 2020-05-10T23:15:47.778Z, 2020-05-10T23:17:14.057Z, 2020-05-10T23:18:28.255Z, 2020-05-10T23:18:30.926Z, 2020-05-10T23:19:18.451Z, 2020-05-10T23:19:36.253Z, 2020-05-10T23:20:10.982Z, 2020-05-10T23:20:32.819Z, 2020-05-10T23:21:02.079Z, 2020-05-10T23:21:07.919Z, 2020-05-10T23:21:31.020Z, 2020-05-10T23:21:50.335Z, 2020-05-10T23:23:24.619Z, 2020-05-10T23:24:22.499Z, 2020-05-10T23:24:31.709Z, 2020-05-10T23:25:47.069Z, 2020-05-10T23:25:53.702Z, 2020-05-10T23:25:59.067Z, 2020-05-10T23:26:19.527Z, 2020-05-10T23:27:27.716Z, 2020-05-10T23:27:33.654Z, 2020-05-10T23:27:43.212Z, 2020-05-10T23:28:39.684Z, 2020-05-10T23:28:58.951Z, 2020-05-10T23:29:52.803Z, 2020-05-10T23:29:58.466Z, 2020-05-10T23:30:02.949Z, 2020-05-10T23:31:17.167Z, 2020-05-10T23:31:17.168Z, 2020-05-10T23:31:25.075Z, 2020-05-10T23:31:58.357Z, 2020-05-10T23:32:45.982Z, 2020-05-10T23:33:17.515Z, 2020-05-10T23:34:01.272Z, 2020-05-10T23:34:44.644Z, 2020-05-10T23:35:00.134Z, 2020-05-10T23:35:06.410Z, 2020-05-10T23:35:28.240Z, 2020-05-10T23:35:38.833Z, 2020-05-10T23:35:58.193Z, 2020-05-10T23:36:17.010Z, 2020-05-10T23:36:31.535Z, 2020-05-10T23:36:53.283Z, 2020-05-10T23:37:57.193Z, 2020-05-10T23:38:15.642Z, 2020-05-10T23:38:57.564Z, 2020-05-10T23:39:12.258Z, 2020-05-10T23:39:42.234Z, 2020-05-10T23:39:58.883Z, 2020-05-10T23:40:14.308Z, 2020-05-10T23:40:37.235Z, 2020-05-10T23:42:00.543Z, 2020-05-10T23:42:17.884Z, 2020-05-10T23:42:55.978Z, 2020-05-10T23:43:11.269Z, 2020-05-10T23:43:12.267Z, 2020-05-10T23:43:33.557Z, 2020-05-10T23:44:12.349Z, 2020-05-10T23:44:32.232Z, 2020-05-10T23:44:32.312Z, 2020-05-10T23:44:44.932Z, 2020-05-10T23:44:56.566Z, 2020-05-10T23:45:16.263Z, 2020-05-10T23:46:13.193Z, 2020-05-10T23:46:18.211Z, 2020-05-10T23:46:24.514Z, 2020-05-10T23:47:42.898Z, 2020-05-10T23:49:00.138Z, 2020-05-10T23:49:25.420Z, 2020-05-10T23:49:33.509Z, 2020-05-10T23:49:41.589Z, 2020-05-10T23:50:04.645Z, 2020-05-10T23:50:05.149Z]>",User,,,,,,,,,,,,,,,,,,,,
https://forbes.co/2020/05/10/actualidad/colapso-rappi-ante-alza-de-pedidos-por-el-dia-de-la-madre/,https://forbes.co/2020/05/10/actualidad/colapso-rappi-ante-alza-de-pedidos-por-el-dia-de-la-madre/,"<[2020-05-10T22:07:13.075Z, 2020-05-10T22:19:01.460Z, 2020-05-10T22:40:02.048Z, 2020-05-10T23:11:29.973Z, 2020-05-10T23:20:10.982Z]>",Link,,,,,,,,,,,,,,,,,,,,
1259605920264466432,"¿Cómo así que pidiendo domicilios el día de la madre? ¡No sean descarados, hagan un arroz y unos huevitos por lo menos! #Rappi",<[2020-05-10T22:07:13.557Z]>,Tweet,,,,,,,Sun May 10 17:07:08 COT 2020,es,FALSE,,,,,,,,,,,
@gallagherscottf,@gallagherscottf,"<[2020-05-10T22:07:13.557Z, 2020-05-10T22:20:01.831Z, 2020-05-10T22:32:08.497Z]>",User,,,,,,,Tue Jun 13 08:35:04 COT 2017,,,,"“I'm a slave to my emotions, to my likes, to my hatred of boredom, to most of my desires.” Fitzgerald.",,http://pbs.twimg.com/profile_images/1131016446048444416/gpo92qRc_bigger.jpg,1143,387,Joel Gallagher,Yoknapatawpha,,,
1259605927495446528,#rappi hoy le tocaba cocinar a esperancito pa que fueron a pedir por rappi 🤷‍♀️🤣🤣,<[2020-05-10T22:07:15.713Z]>,Tweet,,,,,,,Sun May 10 17:07:10 COT 2020,es,FALSE,,,,,,,,,,,
@kasandraacost16,@kasandraacost16,"<[2020-05-10T22:07:15.713Z, 2020-05-10T22:08:37.586Z, 2020-05-10T23:30:45.306Z, 2020-05-10T23:36:53.283Z]>",User,,,,,,,Sun Sep 29 17:53:15 COT 2019,,,,,,http://pbs.twimg.com/profile_images/1191894024342458369/38-vILFW_bigger.jpg,257,17,Kasandra Acosta,,,,
1259605932805435392,"@FerQuinteroLinn Ubber eats, rappi",<[2020-05-10T22:07:16.531Z]>,Tweet,,,,,,,Sun May 10 17:07:11 COT 2020,en,FALSE,,,,,,,,,,,
@jorgev96,@jorgev96,<[2020-05-10T22:07:16.531Z]>,User,,,,,,,Sun Aug 15 18:02:51 COT 2010,,,,Futuro abogado📖,,http://pbs.twimg.com/profile_images/1214662128143097858/AoTAI4n6_bigger.jpg,531,348,Jorge Vega,Mazatlan,,,
@ferquinterolinn,@ferquinterolinn,<[2020-05-10T22:07:16.531Z]>,User,,,,,,,,,,,,,,,,,,,,
1259605949196701697,RT @ColombiaSimpson: Cuando pides domicilio al negocio de tu barrio y no por Rappi. 😌👀 https://t.co/To0sqr2O0l,<[2020-05-10T22:07:20.423Z]>,Tweet,,,,,,,Sun May 10 17:07:15 COT 2020,es,FALSE,,,,,,,,,,,
@eveparraa,@eveparraa,<[2020-05-10T22:07:20.423Z]>,User,,,,,,,Thu Jun 17 20:20:27 COT 2010,,,,,,http://pbs.twimg.com/profile_images/1249529091323244546/az_jtTfJ_bigger.jpg,1678,1155,Evelyn,Barranquilla- Colombia,,,
http://pbs.twimg.com/media/EXrxmpiWAAE_f59.jpg,http://pbs.twimg.com/media/EXrxmpiWAAE_f59.jpg,"<[2020-05-10T22:07:20.423Z, 2020-05-10T22:07:20.424Z, 2020-05-10T22:12:07.448Z, 2020-05-10T22:12:07.449Z, 2020-05-10T22:17:43.557Z, 2020-05-10T22:20:33.126Z, 2020-05-10T22:20:39.278Z, 2020-05-10T22:21:41.918Z, 2020-05-10T22:22:06.080Z, 2020-05-10T22:23:02.584Z, 2020-05-10T22:23:22.483Z, 2020-05-10T22:25:05.079Z, 2020-05-10T22:25:15.002Z, 2020-05-10T22:25:15.003Z, 2020-05-10T22:25:28.833Z, 2020-05-10T22:26:09.283Z, 2020-05-10T22:28:57.774Z, 2020-05-10T22:28:57.775Z, 2020-05-10T22:30:32.404Z, 2020-05-10T22:30:32.405Z, 2020-05-10T22:31:35.013Z, 2020-05-10T22:31:48.424Z, 2020-05-10T22:31:53.998Z, 2020-05-10T22:32:50.733Z, 2020-05-10T22:33:31.733Z, 2020-05-10T22:34:11.591Z, 2020-05-10T22:34:48.979Z, 2020-05-10T22:35:59.202Z, 2020-05-10T22:35:59.203Z, 2020-05-10T22:36:20.008Z, 2020-05-10T22:37:14.403Z, 2020-05-10T22:39:37.321Z, 2020-05-10T22:39:37.324Z, 2020-05-10T22:41:16.694Z, 2020-05-10T22:44:15.049Z, 2020-05-10T22:44:16.870Z, 2020-05-10T22:45:16.982Z, 2020-05-10T22:45:16.983Z, 2020-05-10T22:45:32.240Z, 2020-05-10T22:49:35.227Z, 2020-05-10T22:50:40.422Z, 2020-05-10T22:52:54.406Z, 2020-05-10T22:52:54.407Z, 2020-05-10T22:53:26.426Z, 2020-05-10T22:53:26.427Z, 2020-05-10T22:54:36.004Z, 2020-05-10T22:54:36.005Z, 2020-05-10T22:56:27.701Z, 2020-05-10T22:57:28.329Z, 2020-05-10T22:57:28.330Z, 2020-05-10T22:58:31.866Z, 2020-05-10T23:00:22.408Z, 2020-05-10T23:00:40.784Z, 2020-05-10T23:07:03.601Z, 2020-05-10T23:07:03.602Z, 2020-05-10T23:13:02.914Z, 2020-05-10T23:15:00.777Z, 2020-05-10T23:15:04.668Z, 2020-05-10T23:17:33.354Z, 2020-05-10T23:18:30.988Z, 2020-05-10T23:19:04.202Z, 2020-05-10T23:19:07.799Z, 2020-05-10T23:19:52.958Z, 2020-05-10T23:20:57.325Z, 2020-05-10T23:21:18.259Z, 2020-05-10T23:21:30.224Z, 2020-05-10T23:21:40.462Z, 2020-05-10T23:23:40.097Z, 2020-05-10T23:23:40.098Z, 2020-05-10T23:24:58.584Z, 2020-05-10T23:27:21.813Z, 2020-05-10T23:27:21.814Z, 2020-05-10T23:27:39.371Z, 2020-05-10T23:33:00.323Z, 2020-05-10T23:33:10.129Z, 2020-05-10T23:39:17.665Z, 2020-05-10T23:39:17.670Z, 2020-05-10T23:41:46.552Z, 2020-05-10T23:43:52.210Z, 2020-05-10T23:47:14.103Z]>",Media,,,,,,,,,,,,,,,,,,,,
1259584702543015936,Cuando pides domicilio al negocio de tu barrio y no por Rappi. 😌👀 https://t.co/To0sqr2O0l,"<[2020-05-10T22:07:20.424Z, 2020-05-10T22:12:07.449Z, 2020-05-10T22:17:43.557Z, 2020-05-10T22:20:33.126Z, 2020-05-10T22:20:39.278Z, 2020-05-10T22:21:41.918Z, 2020-05-10T22:22:06.080Z, 2020-05-10T22:23:02.584Z, 2020-05-10T22:23:22.483Z, 2020-05-10T22:25:05.079Z, 2020-05-10T22:25:15.003Z, 2020-05-10T22:25:28.833Z, 2020-05-10T22:26:09.283Z, 2020-05-10T22:28:57.775Z, 2020-05-10T22:30:32.405Z, 2020-05-10T22:31:35.013Z, 2020-05-10T22:31:48.424Z, 2020-05-10T22:31:53.998Z, 2020-05-10T22:32:50.733Z, 2020-05-10T22:33:31.733Z, 2020-05-10T22:34:11.591Z, 2020-05-10T22:34:48.979Z, 2020-05-10T22:35:59.203Z, 2020-05-10T22:36:20.008Z, 2020-05-10T22:37:14.403Z, 2020-05-10T22:39:37.324Z, 2020-05-10T22:41:16.694Z, 2020-05-10T22:44:15.049Z, 2020-05-10T22:44:16.870Z, 2020-05-10T22:45:16.983Z, 2020-05-10T22:45:32.240Z, 2020-05-10T22:49:35.227Z, 2020-05-10T22:50:40.422Z, 2020-05-10T22:52:54.407Z, 2020-05-10T22:53:26.427Z, 2020-05-10T22:54:36.005Z, 2020-05-10T22:56:27.701Z, 2020-05-10T22:57:28.330Z, 2020-05-10T22:58:31.866Z, 2020-05-10T23:00:22.408Z, 2020-05-10T23:00:40.784Z, 2020-05-10T23:07:03.602Z, 2020-05-10T23:13:02.914Z, 2020-05-10T23:15:00.777Z, 2020-05-10T23:15:04.668Z, 2020-05-10T23:17:33.354Z, 2020-05-10T23:18:30.988Z, 2020-05-10T23:19:04.202Z, 2020-05-10T23:19:07.799Z, 2020-05-10T23:19:52.958Z, 2020-05-10T23:20:57.325Z, 2020-05-10T23:21:18.259Z, 2020-05-10T23:21:30.224Z, 2020-05-10T23:21:40.462Z, 2020-05-10T23:23:40.098Z, 2020-05-10T23:24:58.584Z, 2020-05-10T23:27:21.814Z, 2020-05-10T23:27:39.371Z, 2020-05-10T23:33:00.323Z, 2020-05-10T23:33:10.129Z, 2020-05-10T23:39:17.670Z, 2020-05-10T23:41:46.552Z, 2020-05-10T23:43:52.210Z, 2020-05-10T23:47:14.103Z]>",Tweet,,,,,,,Sun May 10 15:42:49 COT 2020,es,FALSE,,,,,,,,,,,
